Country,year,gdp_per_capita ($),Total_Population,suicides_no,suicides/100k_pop,percentage of elderly(%),Education index,"Inflation, consumer prices (annual %)",Unemployment Rate
Kiribati,2001,854,73851,0,0.0,1.1279468118238074,0.556,,
Kuwait,1985,14607,1468000,17,1.16,0.4359673024523161,,,
Kuwait,1986,11661,1535300,16,1.04,0.42988341040838923,,,
Kuwait,1987,13924,1606300,16,1.0,0.43578410010583324,,,
Kuwait,1993,18798,1273600,18,1.41,0.4632537688442211,0.417,0.382541365,0.800000012
Kuwait,1994,17161,1448000,30,2.07,0.39364640883977897,0.464,2.534435262,0.699999988
Kuwait,1995,17995,1511100,26,1.72,0.3838263516643505,0.515,2.686727566,0.699000001
Kuwait,1996,20076,1568700,30,1.91,0.38248231019315354,0.566,3.553985697,0.699999988
Kuwait,1997,18766,1617500,33,2.04,0.38330757341576505,0.572,0.682191435,0.699999988
Kuwait,1998,14209,1825766,35,1.92,0.42853246253901106,0.583,0.129658288,0.699999988
Kuwait,1999,15864,1898700,46,2.42,0.43187444040659395,0.595,2.990810359,0.699999988
Kuwait,2000,19112,1973153,34,1.72,0.42581594027427166,0.595,1.812946139,0.800000012
Kuwait,2001,17116,2038530,30,1.47,0.461509028564701,0.592,1.3,0.800000012
Kuwait,2002,17668,2158603,45,2.08,0.46567154775565495,0.598,0.888450148,1.100000024
Kuwait,2003,24544,1950622,44,2.26,0.40253826728089814,0.603,0.961350294,1.299999952
Kuwait,2004,29778,1996086,45,2.25,0.383250020289707,0.598,1.248564437,1.700000048
Kuwait,2005,39166,2062968,52,2.52,0.382894935840013,0.583,4.142975836,1.495000005
Kuwait,2006,46890,2165713,45,2.08,0.398113692811559,0.594,3.057013392,1.299999952
Kuwait,2007,37283,3074918,51,1.66,0.44706883240463646,0.592,5.484949833,1.5
Kuwait,2008,43746,3369394,47,1.39,0.4403759251663652,0.595,10.58270979,1.75
Kuwait,2009,33453,3165654,61,1.93,0.4901988657004208,0.596,4.609595484,1.639999986
Kuwait,2010,35171,3281614,39,1.19,0.5215421435915375,0.599,4.496402878,1.820000052
Kuwait,2011,46203,3333698,41,1.23,0.5600687284811042,0.601,4.839403499,2.038000107
Kuwait,2012,49781,3496698,56,1.6,0.56204453458663,0.608,3.255146003,2.319999933
Kuwait,2013,48729,3574090,41,1.15,0.5849321085926767,0.601,2.682296841,2.622999907
Kuwait,2014,43774,3715284,68,1.83,0.5873036893007372,0.612,2.908926729,2.900000095
Kyrgyzstan,1990,715,3737300,547,14.64,2.274369197013887,0.619,,
Kyrgyzstan,1991,677,3796500,543,14.3,2.1704201237982352,0.616,,
Kyrgyzstan,1992,603,3839300,491,12.79,2.0785038939389993,0.615,,
Kyrgyzstan,1993,528,3841200,563,14.66,1.9759450171821304,0.609,,
Kyrgyzstan,1994,437,3851100,581,15.09,1.8851756640959727,0.6,,
Kyrgyzstan,1995,425,3905400,605,15.49,1.8256772673733805,0.597,,
Kyrgyzstan,1996,459,3978800,480,12.06,1.776917663617171,0.603,,
Kyrgyzstan,1997,435,4059900,496,12.22,1.7734426956328972,0.612,,
Kyrgyzstan,1998,398,4139700,509,12.3,1.8093098533710172,0.626,,
Kyrgyzstan,1999,291,4298100,556,12.94,1.817081966450292,0.646,,
Kyrgyzstan,2000,313,4369202,510,11.67,1.8669999693307842,0.657,,
Kyrgyzstan,2001,345,4425784,560,12.65,1.9300535227204942,0.669,,
Kyrgyzstan,2002,359,4473163,567,12.68,2.0206283562660246,0.674,,
Kyrgyzstan,2003,424,4520843,479,10.6,2.122590853077623,0.683,,
Kyrgyzstan,2004,484,4572278,438,9.58,2.22224020499191,0.683,,
Kyrgyzstan,2005,533,4614533,470,10.19,2.2908710372208847,0.687,,
Kyrgyzstan,2006,610,4646475,463,9.96,2.3219106957424716,0.693,,
Kyrgyzstan,2007,814,4668640,482,10.32,2.347021830768704,0.694,,
Kyrgyzstan,2008,1096,4690924,473,10.08,2.340029384402732,0.69,,
Kyrgyzstan,2009,977,4800134,458,9.54,2.0916082759356303,0.693,,
Kyrgyzstan,2010,991,4837556,500,10.34,2.088409932618868,0.697,,
Kyrgyzstan,2011,1273,4870538,471,9.67,2.1133394298535397,0.697,,
Kyrgyzstan,2012,1339,4932360,524,10.62,2.132143639150427,0.71,,
Kyrgyzstan,2013,1463,5012200,446,8.9,2.1530066637404732,0.71,,
Kyrgyzstan,2014,1465,5096430,461,9.05,2.186589436134706,0.719,,
Kyrgyzstan,2015,1285,5195827,417,8.03,2.1846185409945327,0.724,,
Latvia,1995,2438,2374700,1024,43.12,5.032214595527856,0.619,24.97593553,19.0
Latvia,1996,2526,2363400,922,39.01,5.026656511805026,0.631,17.61046984,20.70000076
Latvia,1997,2771,2354700,886,37.63,5.1131778995201085,0.645,8.447383421,14.89999962
Latvia,1998,3061,2344100,839,35.79,5.247216415681924,0.666,4.644214227,14.46000004
Latvia,1999,3228,2333400,763,32.7,5.421273677894917,0.688,2.364818361,13.78999996
Latvia,2000,3494,2272107,770,33.89,5.651054285735663,0.707,2.654254778,14.21000004
Latvia,2001,3724,2242227,708,31.58,5.8852649620221325,0.742,2.487040036,13.81999969
Latvia,2002,4311,2214484,670,30.26,6.161886922642024,0.769,1.938875739,13.82999992
Latvia,2003,5364,2190211,604,27.58,6.468235252219992,0.795,2.942647529,12.06000042
Latvia,2004,6644,2163477,563,26.02,6.74317314212261,0.822,6.192385472,11.71000004
Latvia,2005,7916,2137831,564,26.38,7.013697528008528,0.841,6.748450279,10.02999973
Latvia,2006,10139,2115215,487,23.02,7.2937739189633195,0.845,6.536199088,7.03000021
Latvia,2007,14758,2093878,453,21.63,7.537354134290536,0.85,10.09297758,6.050000191
Latvia,2008,17217,2067529,527,25.49,7.7564571041083346,0.857,15.40231911,7.739999771
Latvia,2009,12890,2030316,516,25.41,7.983437061028924,0.852,3.534106729,17.51000023
Latvia,2010,11951,1987906,438,22.03,8.25159740953546,0.85,-1.08463595,19.47999954
Latvia,2011,14447,1953611,440,22.52,8.561888728104009,0.848,4.370735599,16.20999908
Latvia,2012,14558,1931521,444,22.99,8.87999664513096,0.843,2.257789244,15.05000019
Latvia,2013,15820,1912464,383,20.03,9.215284575291353,0.851,-0.029454778,11.86999989
Latvia,2014,16544,1894041,382,20.17,9.562306201396908,0.861,0.620490637,10.85000038
Latvia,2015,14382,1875522,387,20.63,9.886900820145005,0.864,0.174242244,9.869999886
Lithuania,1995,2324,3387149,1694,50.01,4.629940991671757,0.661,39.64762903,17.54000092
Lithuania,1996,2484,3375163,1722,51.02,4.688129136281714,0.679,24.62519539,16.39999962
Lithuania,1997,3008,3364273,1632,48.51,4.79678670547842,0.699,8.881048485,14.13000011
Lithuania,1998,3354,3350973,1553,46.34,4.95906711274606,0.718,5.067553858,13.71000004
Lithuania,1999,3292,3333452,1550,46.5,5.152196581801688,0.74,0.727550627,13.39000034
Lithuania,2000,3481,3315125,1631,49.2,5.283812827570604,0.758,0.981615479,15.93000031
Lithuania,2001,3719,3294138,1533,46.54,5.47955185848316,0.78,1.367120308,16.84000015
Lithuania,2002,4360,3274488,1551,47.37,5.805793149951993,0.799,0.28150661,13.01000023
Lithuania,2003,5778,3254127,1455,44.71,6.163004701414542,0.82,-1.13430855,12.86999989
Lithuania,2004,7028,3222969,1380,42.82,6.51625876637349,0.829,1.164102521,10.68000031
Lithuania,2005,8229,3174728,1319,41.55,6.861784694625807,0.849,2.658484841,8.319999695
Lithuania,2006,9667,3125767,1049,33.56,7.197209516896173,0.862,3.739120041,5.78000021
Lithuania,2007,12869,3087867,1025,33.19,7.503593904789294,0.867,5.737173828,4.25
Lithuania,2008,15669,3053756,1111,36.38,7.800066541007205,0.873,10.92588562,5.829999924
Lithuania,2009,12412,3016497,1138,37.73,8.067868126505678,0.852,4.453044565,13.78999996
Lithuania,2010,12584,2949737,1018,34.51,8.410580333094103,0.854,1.319213621,17.80999947
Lithuania,2011,15097,2879805,1018,35.35,8.814971847052144,0.86,4.130275626,15.39000034
Lithuania,2012,15099,2837770,927,32.67,9.147675815869503,0.855,3.089982771,13.35999966
Lithuania,2013,16538,2806627,1085,38.66,9.414182932039063,0.857,1.047479371,11.77000046
Lithuania,2014,17442,2781577,930,33.43,9.642012426763667,0.878,0.103758009,10.69999981
Lithuania,2015,15073,2753926,896,32.54,9.841586157362253,0.883,-0.884097406,9.119999886
Lithuania,2016,15742,2445296,822,33.62,11.181754683277607,,,
Luxembourg,1985,13743,344800,55,15.95,5.916473317865429,,,
Luxembourg,1986,20004,346000,51,14.74,6.069364161849711,,,
Luxembourg,1987,24654,349400,74,21.18,6.18202633085289,,,
Luxembourg,1988,27676,352300,69,19.59,6.301447629860914,,,
Luxembourg,1989,29239,355400,73,20.54,6.443444006752955,,,
Luxembourg,1990,36871,358800,68,18.95,6.465997770345597,0.602,3.253766591,
Luxembourg,1991,39465,362900,77,21.22,6.420501515569027,0.61,3.118356599,1.480000019
Luxembourg,1992,43740,367300,59,16.06,6.289136945276342,0.618,3.15417376,2.029999971
Luxembourg,1993,44320,372000,64,17.2,6.129032258064516,0.625,3.588098185,2.329999924
Luxembourg,1994,48610,377000,74,19.63,6.047745358090186,0.633,2.194764687,3.480000019
Luxembourg,1995,56499,382100,63,16.49,6.045537817325307,0.639,1.86769425,2.920000076
Luxembourg,1996,56169,387700,72,18.57,6.138767087954604,0.657,1.183859688,3.289999962
Luxembourg,1997,50260,392600,81,20.63,6.138563423331635,0.668,1.367512612,2.529999971
Luxembourg,1998,50788,397915,64,16.08,6.195041654624731,0.684,0.95857011,2.75999999
Luxembourg,1999,55054,403890,70,17.33,6.2430364703260794,0.712,1.025196765,2.390000105
Luxembourg,2000,51841,410164,62,15.12,6.362820725368389,0.717,3.15076707,2.349999905
Luxembourg,2001,51391,413930,73,17.64,6.180030439929457,0.725,2.663821106,1.809999943
Luxembourg,2002,56484,418106,85,20.33,6.28333484810072,0.734,2.074086136,2.619999886
Luxembourg,2003,69768,423654,48,11.33,6.419153365718251,0.739,2.049840306,3.680000067
Luxembourg,2004,80639,430128,62,14.41,6.5480508127813115,0.746,2.225679164,5.110000134
Luxembourg,2005,85397,437338,49,11.2,6.717230151507529,0.752,2.487696652,4.489999771
Luxembourg,2006,95351,444821,65,14.61,6.863210145204475,0.759,2.666314946,4.730000019
Luxembourg,2007,112581,452012,78,17.26,6.942293567427413,0.766,2.312458618,4.070000172
Luxembourg,2008,121315,460371,43,9.34,6.963079776962493,0.767,3.40187963,5.059999943
Luxembourg,2009,109483,469209,48,10.23,6.990701371883319,0.774,0.368041998,5.119999886
Luxembourg,2010,111328,477979,54,11.3,7.010140612872114,0.78,2.273679116,4.360000134
Luxembourg,2011,122729,488918,55,11.25,7.03983081007449,0.78,3.410683411,4.900000095
Luxembourg,2012,113120,501044,51,10.18,7.055468182435076,0.779,2.662841655,5.139999866
Luxembourg,2013,120423,512689,40,7.8,7.05242359403069,0.778,1.734039635,5.849999905
Luxembourg,2014,126352,524940,67,12.76,7.089381643616413,0.783,0.628543985,5.849999905
Luxembourg,2015,107456,537748,64,11.9,7.103699130447719,0.788,0.474743161,6.670000076
Macau,1994,18081,346542,27,7.79,2.807163345279937,,,
Maldives,2000,2524,247387,0,0.0,0.9426526050277501,0.43,-1.174756812,1.970000029
Maldives,2001,3406,255503,3,1.17,0.9949002555742985,0.438,0.67257737,2.996999979
Maldives,2002,3401,263747,3,1.14,1.0419075856786997,0.435,4.178672399,4.188000202
Maldives,2003,3867,272110,4,1.47,1.085222887802727,0.451,-1.260651135,5.394000053
Maldives,2004,4373,280526,1,0.36,1.131089453384,0.451,-1.685412125,6.415999889
Maldives,2005,4026,288936,1,0.35,1.1826148351191959,0.451,1.300275009,7.201000214
Maldives,2007,6115,305536,5,1.64,1.3369946585672392,0.461,6.794773539,9.868000031
Maldives,2008,7236,313924,0,0.0,1.4156292605853646,0.47,12.04145835,11.05599976
Maldives,2010,7806,331559,1,0.3,1.5692531344345955,0.494,6.149885368,11.28800011
Maldives,2011,8135,341018,2,0.59,1.6518189655678,0.513,11.27341461,10.47200012
Malta,1985,3639,307200,2,0.65,3.90625,,,
Malta,1986,4544,315800,1,0.32,4.179860671310956,,,
Malta,1987,5517,317400,1,0.32,4.190296156269691,,,
Malta,1988,6295,320800,9,2.81,4.208229426433915,,,
Malta,1989,6539,324000,23,7.1,4.290123456790123,,,
Malta,1990,7780,327400,8,2.44,4.276114844227244,0.605,2.983405861,
Malta,1991,8313,330800,10,3.02,4.262394195888755,0.61,2.542192848,6.146999836
Malta,1992,9040,334300,18,5.38,4.157941968291953,0.614,1.633212099,6.164999962
Malta,1993,8022,337700,16,4.74,4.175303523837726,0.618,4.144819542,6.183000088
Malta,1994,8775,341700,15,4.39,4.155692127597307,0.62,4.129921816,6.202000141
Malta,1995,9974,344900,17,4.93,4.320092780516092,0.622,4.426645503,6.221000195
Malta,1996,10254,348200,10,2.87,4.623779437105112,0.625,2.054,6.239999771
Malta,1997,10575,350400,15,4.28,4.851598173515981,0.631,3.11207792,6.260000229
Malta,1998,11103,353400,12,3.4,4.980192416525184,0.646,2.385251354,6.278999805
Malta,1999,11607,355600,27,7.59,5.061867266591676,0.647,2.134768888,6.300000191
Malta,2000,11873,362676,23,6.34,5.232218288499928,0.648,2.369592875,6.320000172
Malta,2001,11691,370541,30,8.1,5.3716053014376275,0.657,2.929492443,7.110000134
Malta,2002,12524,374456,19,5.07,5.492501121627107,0.662,2.188490481,6.900000095
Malta,2003,14444,377785,20,5.29,5.573540505843271,0.678,1.303837774,7.489999771
Malta,2004,15916,380918,24,6.3,5.651610057807717,0.7,2.790828481,7.320000172
Malta,2005,16648,384111,19,4.95,5.83347001257449,0.737,3.007966525,6.920000076
Malta,2006,17504,386038,26,6.74,6.044482667509416,0.729,2.773780065,6.800000191
Malta,2007,20333,387581,26,6.71,6.228891509129705,0.734,1.249219238,6.46999979
Malta,2008,23007,390195,14,3.59,6.418585579005369,0.733,4.258621719,5.980000019
Malta,2009,21695,393102,36,9.16,6.569032973630254,0.744,2.084327461,6.889999866
Malta,2010,22132,394949,31,7.85,6.764924078805111,0.769,1.515635136,6.849999905
Malta,2011,23984,396423,20,5.05,7.025323959507899,0.763,2.962985282,6.380000114
Malta,2012,23074,399138,25,6.26,7.2523788764788115,0.777,2.375820578,6.199999809
Malta,2013,25191,402728,22,5.46,7.465336405713037,0.789,1.180284364,6.110000134
Malta,2014,27634,406525,32,7.87,7.687842076133079,0.798,0.310306472,5.71999979
Malta,2015,25750,410637,34,8.28,7.833682790396384,0.802,1.100548264,5.380000114
Mauritius,1985,1223,883400,104,11.77,1.4942268508037129,,,
Mauritius,1986,1636,898100,28,3.12,1.5365772185725421,,,
Mauritius,1987,2073,911300,140,15.36,1.5143202019093602,,,
Mauritius,1988,2317,925000,167,18.05,1.5567567567567566,,,
Mauritius,1989,2349,932900,144,15.44,1.650766427269804,,,
Mauritius,1990,2820,941100,147,15.62,1.73201572627776,0.481,13.48808879,
Mauritius,1991,3045,938100,137,14.6,1.897452297196461,0.489,7.001013775,9.633000374
Mauritius,1992,3400,948300,146,15.4,1.9403142465464516,0.497,4.643519299,9.604999542
Mauritius,1993,3405,958300,138,14.4,1.982677658353334,0.504,10.51783845,9.605999947
Mauritius,1994,3658,972800,129,13.26,1.9942434210526316,0.512,7.323471544,9.602999687
Mauritius,1995,4115,981900,147,14.97,2.036867298095529,0.52,6.029331885,9.590000153
Mauritius,1996,4444,995000,153,15.38,2.080402010050251,0.524,6.550973361,9.503000259
Mauritius,1997,4139,1011700,122,12.06,2.1251359098547002,0.527,6.83334335,9.425999641
Mauritius,1998,4063,1026300,155,15.1,2.182597680989964,0.535,6.810793238,9.347000122
Mauritius,1999,4117,1042400,174,16.69,2.2544128933231007,0.542,6.909146249,9.298000336
Mauritius,2000,4339,1056073,137,12.97,2.4850554838538623,0.546,4.199288256,9.177000046
Mauritius,2001,4244,1068947,113,10.57,2.6016257120324955,0.561,5.389344262,9.140000343
Mauritius,2002,4415,1079755,131,12.13,2.6674569694050962,0.569,6.419333722,8.199999809
Mauritius,2003,5136,1092234,88,8.06,2.7324730781132978,0.583,3.921053576,8.248999596
Mauritius,2004,5789,1103091,97,8.79,2.7606063325691172,0.595,4.710370601,8.340000153
Mauritius,2005,5641,1113942,102,9.16,2.7955674532426285,0.614,4.93717005,9.520000458
Mauritius,2006,6246,1125301,118,10.49,2.7610390464417964,0.623,8.913501057,9.039999962
Mauritius,2007,7179,1135233,127,11.19,2.7601382271304655,0.632,8.827292724,8.479999542
Mauritius,2008,8716,1146258,84,7.33,2.8001549389404476,0.642,9.732283171,7.170000076
Mauritius,2009,7873,1159551,115,9.92,2.9834823996529694,0.655,2.516091281,7.260000229
Mauritius,2010,8587,1164931,98,8.41,2.91665343269258,0.664,2.932363014,7.650000095
Mauritius,2011,9817,1173352,118,10.06,2.9791571497726173,0.681,6.522492549,7.449999809
Mauritius,2012,9884,1180547,115,9.74,3.050535048583411,0.699,3.852160333,7.46999979
Mauritius,2013,10572,1147390,98,8.54,3.4209815319987102,0.707,3.543295739,7.320000172
Mauritius,2014,11120,1151424,120,10.42,3.4794306875660057,0.729,3.21769192,7.46999979
Mauritius,2015,10125,1154848,104,9.01,3.5788259580481587,0.721,1.286549708,7.409999847
Mauritius,2016,10570,992432,98,9.87,4.237267641510955,,,
Mexico,1985,2730,67566000,1544,2.29,1.4726341651126307,,,
Mexico,1986,1873,69123500,1714,2.48,1.4738837009121355,,,
Mexico,1987,2064,67948100,1701,2.5,1.552802800961322,,,
Mexico,1988,2630,69646000,1703,2.45,1.5521350831347098,,,
Mexico,1989,3125,71359000,1865,2.61,1.5527123418209337,,,
Mexico,1990,3595,73076900,1926,2.64,1.5598636504832581,0.48,26.65167256,
Mexico,1991,4204,74796300,2103,2.81,1.560638694694791,0.481,22.66235946,3.150000095
Mexico,1992,4830,75285800,2237,2.97,1.6997893361032226,0.487,15.50789625,3.24000001
Mexico,1993,6518,76826800,2342,3.05,1.6995371406852817,0.491,9.751460454,3.369999886
Mexico,1994,6735,78374100,2588,3.3,1.7071966376647387,0.5,6.965812372,4.440000057
Mexico,1995,4505,79927100,2877,3.6,1.7265733399560348,0.512,34.99927129,7.099999905
Mexico,1996,4904,83802294,3008,3.59,1.9538784940660456,0.516,34.37838322,5.46999979
Mexico,1997,5864,85340880,3350,3.93,2.0025549302983516,0.521,20.62562873,4.239999771
Mexico,1998,6064,86825678,3312,3.81,2.05286044527058,0.526,15.92839501,3.730000019
Mexico,1999,6800,88271977,3327,3.77,2.102624256393397,0.532,16.58561697,2.599999905
Mexico,2000,7892,89694793,3456,3.85,2.1509453731611825,0.544,9.491561494,2.650000095
Mexico,2001,8311,91052714,3760,4.13,2.212908228084228,0.553,6.367738062,2.630000114
Mexico,2002,8357,92394316,3826,4.14,2.269746766673396,0.566,5.030727332,3.0
Mexico,2003,7779,93758859,4070,4.34,2.3229026283265672,0.572,4.546900121,3.460000038
Mexico,2004,8217,95193068,4056,4.26,2.3731843583400423,0.589,4.688408848,3.940000057
Mexico,2005,9071,96730008,4274,4.42,2.4209229880349024,0.604,3.988057146,3.559999943
Mexico,2006,9906,98468839,4230,4.3,2.489002637677083,0.62,3.629467624,3.569999933
Mexico,2007,10496,100294297,4285,4.27,2.5522079286322734,0.621,3.966849055,3.630000114
Mexico,2008,10864,102170587,4642,4.54,2.6095709913069207,0.627,5.124982746,3.869999886
Mexico,2009,8651,104044342,5023,4.83,2.659788073819526,0.637,5.297355842,5.360000134
Mexico,2010,9991,105875861,4858,4.59,2.7036691583551797,0.634,4.156727227,5.300000191
Mexico,2011,10965,107655100,5558,5.16,2.7533521403073333,0.649,3.407378246,5.170000076
Mexico,2012,10982,109368765,5381,4.92,2.7941286527282263,0.658,4.111509811,4.889999866
Mexico,2013,11478,111036708,5711,5.14,2.8320301066562603,0.652,3.806390697,4.909999847
Mexico,2014,11663,112692589,6178,5.48,2.873771051617245,0.661,4.018616081,4.809999943
Mexico,2015,10228,114357884,6234,5.45,2.9231661893988874,0.672,2.72064065,4.309999943
Mongolia,2016,4145,2167589,423,19.51,1.921674265739492,,,
Montenegro,2000,1701,578668,0,0.0,3.9959009311038454,,,28.58799934
Montenegro,2001,2004,578668,0,0.0,3.9959009311038454,,,28.74099922
Montenegro,2002,2220,578668,0,0.0,3.9959009311038454,,,29.13400078
Montenegro,2003,2946,579688,0,0.0,4.121009922579042,0.693,,29.5189991
Montenegro,2004,3565,581623,0,0.0,4.330812227164332,0.705,,30.01000023
Montenegro,2005,3870,583232,118,20.23,4.526329145177219,0.718,,30.30999947
Montenegro,2006,4654,584885,0,0.0,4.707079169409371,0.734,2.924512581,25.10300064
Montenegro,2007,6268,587244,121,20.6,4.859990055241092,0.751,4.347122157,19.39999962
Montenegro,2008,7705,589953,126,21.36,5.046673209560762,0.767,8.758727696,17.14999962
Montenegro,2009,7023,592234,107,18.07,5.273422329687253,0.78,3.466723732,19.09000015
Netherlands,1985,10428,13618300,1638,12.03,5.383197609099521,,,
Netherlands,1986,14479,13695500,1604,11.71,5.459457486035559,,,
Netherlands,1987,17560,13777000,1616,11.73,5.549103578427815,,,
Netherlands,1988,18661,13855700,1523,10.99,5.659764573424655,,,
Netherlands,1989,18310,13929300,1520,10.91,5.7583654598579965,,,
Netherlands,1990,22425,14014300,1450,10.35,5.814061351619417,0.746,2.454089859,
Netherlands,1991,22906,14114800,1611,11.41,5.859098251480716,0.756,3.158197519,7.28000021
Netherlands,1992,25205,14216900,1587,11.16,5.894393292489924,0.756,3.183585695,5.559999943
Netherlands,1993,24385,14313600,1555,10.86,5.909764140397943,0.764,2.584181156,6.289999962
Netherlands,1994,25997,14397700,1584,11.0,5.921084617681991,0.829,2.801526937,7.159999847
Netherlands,1995,30850,14474000,1511,10.44,6.001796324443831,0.815,1.923224572,7.159999847
Netherlands,1996,30625,14553700,1577,10.84,6.118031840700303,0.822,2.113787871,6.420000076
Netherlands,1997,28156,14639900,1572,10.74,6.216572517571841,0.814,2.109245627,5.510000229
Netherlands,1998,29351,14734600,1519,10.31,6.313710585967722,0.815,1.959136323,4.389999866
Netherlands,1999,29799,14832000,1519,10.24,6.399676375404531,0.813,2.157179181,3.619999886
Netherlands,2000,27644,14933235,1501,10.05,6.461178706422285,0.821,2.360522338,2.730000019
Netherlands,2001,28366,15038337,1474,9.8,6.514337323335686,0.829,4.155841272,2.119999886
Netherlands,2002,30757,15130318,1570,10.38,6.562651227819534,0.824,3.287531047,2.549999952
Netherlands,2003,37614,15203397,1502,9.88,6.620382273777367,0.832,2.09199839,3.589999914
Netherlands,2004,42614,15265861,1514,9.92,6.706067872621138,0.835,1.263647392,4.650000095
Netherlands,2005,44289,15320595,1574,10.27,6.815936326232761,0.844,1.688130179,5.869999886
Netherlands,2006,47281,15368697,1525,9.92,6.933593654686536,0.851,1.101501065,5.0
Netherlands,2007,54418,15425404,1354,8.78,7.054058357239784,0.862,1.613858598,4.150000095
Netherlands,2008,60375,15506963,1439,9.28,7.160931511863413,0.866,2.486501983,3.650000095
Netherlands,2009,54988,15602176,1530,9.81,7.256583953417779,0.865,1.18977687,4.349999905
Netherlands,2010,53302,15691409,1604,10.22,7.362927064102401,0.871,1.275305696,4.989999771
Netherlands,2011,56667,15772162,1650,10.46,7.479735498532161,0.896,2.341070178,4.980000019
Netherlands,2012,52334,15839503,1756,11.09,7.5997270873966185,0.897,2.455547653,5.820000172
Netherlands,2013,54510,15899508,1856,11.67,7.733805347939068,0.9,2.506898527,7.239999771
Netherlands,2014,55325,15899508,1839,11.57,7.733805347939068,0.903,0.97603508,7.420000076
Netherlands,2015,47206,16057342,1873,11.66,8.054284451312054,0.906,0.600248147,6.869999886
Netherlands,2016,48108,14239554,1886,13.24,9.288408892581888,,,
New Zealand,1985,8246,3025800,338,11.17,4.243505849692643,,,
New Zealand,1986,10114,3026100,414,13.68,4.408314331978454,,,
New Zealand,1987,13238,3047100,463,15.19,4.5223327097896355,,,
New Zealand,1988,14890,3055200,484,15.84,4.644540455616654,,,
New Zealand,1989,14417,3063800,465,15.18,4.784907631046413,,,
New Zealand,1990,14734,3089400,455,14.73,4.907101702595973,0.787,6.098444148,
New Zealand,1991,13345,3203900,474,14.79,4.9002777864477665,0.797,2.60239286,10.60999966
New Zealand,1992,12868,3235600,493,15.24,4.997527506490296,0.807,1.014560272,10.67000008
New Zealand,1993,14271,3273200,443,13.53,5.0470487596236095,0.829,1.288207766,9.800000191
New Zealand,1994,16615,3319500,512,15.42,5.073053170658231,0.846,1.745377908,8.350000381
New Zealand,1995,18945,3373800,545,16.15,5.151461260299958,0.854,3.754944137,6.460000038
New Zealand,1996,20434,3432500,540,15.73,5.220684632192279,0.858,2.285713054,6.289999962
New Zealand,1997,19041,3470200,562,16.2,5.316696444008991,0.867,1.187148331,6.860000134
New Zealand,1998,16052,3502800,574,16.39,5.429941760877012,0.869,1.265244099,7.71999979
New Zealand,1999,16556,3549300,516,14.54,5.541374355506719,0.864,-0.11426713,7.019999981
New Zealand,2000,14725,3573690,458,12.82,5.668650610433473,0.869,2.615234462,6.130000114
New Zealand,2001,14968,3599090,508,14.11,5.801744329816703,0.872,2.625816304,5.429999828
New Zealand,2002,18208,3659190,467,12.76,5.857853787313585,0.887,2.677092577,5.28000021
New Zealand,2003,23663,3729420,519,13.92,5.910838682690606,0.888,1.753574448,4.75
New Zealand,2004,27325,3802510,495,13.02,5.905309913714888,0.888,2.290249028,4.010000229
New Zealand,2005,29803,3849280,514,13.35,5.9702074154127525,0.888,3.037023326,3.809999943
New Zealand,2006,28628,3898600,527,13.52,6.051403067767916,0.89,3.365401962,3.859999895
New Zealand,2007,34892,3935450,494,12.55,6.126364202314856,0.892,2.376143103,3.660000086
New Zealand,2008,33585,3968450,520,13.1,6.199397749751162,0.894,3.958949373,4.170000076
New Zealand,2009,30259,4009980,512,12.77,6.253647150359852,0.897,2.115651106,6.119999886
New Zealand,2010,36145,4055470,536,13.22,6.31196877303987,0.899,2.30202386,6.559999943
New Zealand,2011,41184,4090460,493,12.05,6.394635322188702,0.901,4.027906674,6.489999771
New Zealand,2012,42756,4120870,549,13.32,6.49935571857399,0.903,1.059913184,6.929999828
New Zealand,2013,46198,4129770,513,12.42,6.444668831436133,0.905,1.134422664,5.840000153
Nicaragua,2010,1715,5107427,351,6.87,2.122967200510159,0.52,5.455134259,7.829999924
Nicaragua,2011,1888,5177921,369,7.13,2.1850082301371536,0.524,8.082387981,6.495999813
Nicaragua,2012,2006,5251443,316,6.02,2.242145635018794,0.529,7.193550533,5.210000038
Nicaragua,2013,2062,5326935,351,6.59,2.29694937144906,0.536,7.135467853,5.28000021
Nicaragua,2014,2199,5402424,311,5.76,2.352332952763426,0.553,6.035968618,4.519999981
Nicaragua,2015,2303,5476483,315,5.75,2.410050391829939,0.555,3.997379967,4.699999809
Norway,1986,20117,3911700,579,14.8,7.068537975816142,,,
Norway,1987,23980,3929500,649,16.52,7.2172032065148235,,,
Norway,1988,25820,3946600,708,17.94,7.327826483555465,,,
Norway,1989,25945,3955800,660,16.68,7.43970878204156,,,
Norway,1990,30240,3961300,659,16.64,7.542978315199555,0.772,4.131033483,
Norway,1991,30678,3972600,675,16.99,7.634798368826461,0.782,3.438195991,5.409999847
Norway,1992,32793,3989800,616,15.44,7.734723545039851,0.792,2.328085049,5.909999847
Norway,1993,30066,4010500,590,14.71,7.821967335743672,0.808,2.288269332,5.96999979
Norway,1994,31520,4033300,531,13.17,7.874445243349118,0.839,1.375674981,5.349999905
Norway,1995,37483,4055900,548,13.51,7.993293720259375,0.825,2.460367787,6.309999943
Norway,1996,40098,4078000,517,12.68,8.141245708680726,0.832,1.262532492,5.039999962
